CRN,Course,WadeGPA,WadeInstrLast,WadeInstrFirst,ICESRating,ICESTA,Gender,Salary,Subject,GrayInstrFirst,Instructors
71441,224,3.88,boyd,h,NONE,,NONE,,CLCV,,"C,Bosak-Schroeder;H,Boyd;"
71442,224,NONE,,,EXCELLENT,True,NONE,,CLCV,,"C,Bosak-Schroeder;E,Sanders-Braxton;"
71443,224,3.31,boyd,h,NONE,,NONE,,CLCV,,"C,Bosak-Schroeder;H,Boyd;"
71444,224,NONE,,,NONE,,NONE,,CLCV,,"C,Bosak-Schroeder;L,Pavlik;"
72934,224,NONE,,,NONE,,NONE,,CLCV,,"C,Bosak-Schroeder;K,Rutherford;"
72935,224,NONE,,,NONE,,NONE,,CLCV,,"C,Bosak-Schroeder;K,Rutherford;"
72936,224,NONE,,,NONE,,NONE,,CLCV,,"C,Bosak-Schroeder;H,Boyd;"
72937,224,NONE,,,NONE,,NONE,,CLCV,,"C,Bosak-Schroeder;L,Pavlik;"
72938,224,NONE,,,NONE,,NONE,,CLCV,,"C,Bosak-Schroeder;L,Pavlik;"
72939,224,NONE,,,EXCELLENT,True,NONE,,CLCV,,"C,Bosak-Schroeder;E,Sanders-Braxton;"
79943,224,NONE,,,EXCELLENT,True,NONE,,CLCV,,"C,Bosak-Schroeder;E,Sanders-Braxton;"
70306,224,NONE,,,NONE,,NONE,,CLCV,,"C,Bosak-Schroeder;"
79454,230,3.83,kaufman,b,EXCELLENT,False,NONE,,CLCV,,"B,Kaufman;"
72043,231,3.92,kaufman,b,NONE,,NONE,,CLCV,,"B,Kaufman;A,Maltby;"
33460,443,3.57,bevis,e,EXCELLENT,False,NONE,,CLCV,,"B,Bevis;"
78016,450,NONE,,,NONE,,NONE,,CLCV,,"C,Bosak-Schroeder;"
10542,492,NONE,,,NONE,,NONE,,CLCV,,
64691,493,NONE,,,NONE,,NONE,,CLCV,,
62850,550,NONE,,,NONE,,NONE,,CLCV,,"J,Reeber;"
77139,610,NONE,,,NONE,,NONE,,CLE,,"E,Kim;J,Orban;L,Zimmerman;"
78447,613,NONE,,,NONE,,NONE,,CLE,,"A,MacDougall;J,Orban;L,Zimmerman;"
80002,614,NONE,,,NONE,,NONE,,CLE,,"A,MacDougall;J,Orban;L,Zimmerman;"
77140,631,NONE,,,NONE,,NONE,,CLE,,"K,Carpenter;J,Orban;L,Zimmerman;"
78246,631,NONE,,,NONE,,NONE,,CLE,,"K,Carpenter;J,Orban;L,Zimmerman;"
78446,640,NONE,,,NONE,,NONE,,CLE,,"E,Kim;J,Orban;L,Zimmerman;"
73870,645,NONE,,,NONE,,NONE,,CLE,,"A,Adams;J,Orban;L,Zimmerman;"
73871,645,NONE,,,NONE,,NONE,,CLE,,"A,Adams;J,Orban;L,Zimmerman;"
73872,650,NONE,,,NONE,,NONE,,CLE,,"G,Huesmann;J,Orban;L,Zimmerman;"
73873,650,NONE,,,NONE,,NONE,,CLE,,"G,Huesmann;J,Orban;L,Zimmerman;"
73874,650,NONE,,,NONE,,NONE,,CLE,,"G,Huesmann;J,Orban;L,Zimmerman;"
73875,650,NONE,,,NONE,,NONE,,CLE,,"G,Huesmann;J,Orban;L,Zimmerman;"
73880,655,NONE,,,NONE,,NONE,,CLE,,"S,Kitten;J,Orban;L,Zimmerman;"
73881,655,NONE,,,NONE,,NONE,,CLE,,"S,Kitten;J,Orban;L,Zimmerman;"
73883,655,NONE,,,NONE,,NONE,,CLE,,"S,Kitten;J,Orban;L,Zimmerman;"
73884,655,NONE,,,NONE,,NONE,,CLE,,"S,Kitten;J,Orban;L,Zimmerman;"
73887,660,NONE,,,NONE,,NONE,,CLE,,"J,Orban;E,Whitmore;L,Zimmerman;"
73888,660,NONE,,,NONE,,NONE,,CLE,,"J,Orban;E,Whitmore;L,Zimmerman;"
73889,660,NONE,,,NONE,,NONE,,CLE,,"J,Orban;E,Whitmore;L,Zimmerman;"
73890,660,NONE,,,NONE,,NONE,,CLE,,"J,Orban;E,Whitmore;L,Zimmerman;"
73892,665,NONE,,,NONE,,NONE,,CLE,,"E,McLean;J,Orban;L,Zimmerman;"
73893,665,NONE,,,NONE,,NONE,,CLE,,"E,McLean;J,Orban;L,Zimmerman;"
73894,665,NONE,,,NONE,,NONE,,CLE,,"E,McLean;J,Orban;L,Zimmerman;"
73895,665,NONE,,,NONE,,NONE,,CLE,,"E,McLean;J,Orban;L,Zimmerman;"
73898,670,NONE,,,NONE,,NONE,,CLE,,"A,Martin;J,Orban;L,Zimmerman;"
73899,670,NONE,,,NONE,,NONE,,CLE,,"A,Martin;J,Orban;L,Zimmerman;"
74776,675,NONE,,,NONE,,NONE,,CLE,,"B,Cusick;J,Orban;L,Zimmerman;"
78445,680,NONE,,,NONE,,NONE,,CLE,,"B,Mason;J,Orban;L,Zimmerman;"
77298,681,NONE,,,NONE,,NONE,,CLE,,"J,Orban;R,Yu;L,Zimmerman;"
77299,683,NONE,,,NONE,,NONE,,CLE,,"E,Bonsu;J,Orban;L,Zimmerman;"
77300,684,NONE,,,NONE,,NONE,,CLE,,"L,Gao;J,Orban;L,Zimmerman;"
76105,685,NONE,,,NONE,,NONE,,CLE,,"A,Beccue;J,Orban;L,Zimmerman;"
77181,686,NONE,,,NONE,,NONE,,CLE,,"G,Huesmann;J,Orban;L,Zimmerman;"
77186,687,NONE,,,NONE,,NONE,,CLE,,"V,Jennings;J,Orban;L,Zimmerman;"
77385,688,NONE,,,NONE,,NONE,,CLE,,"J,Orban;G,Yang;L,Zimmerman;"
78247,689,NONE,,,NONE,,NONE,,CLE,,"B,Mason;J,Orban;L,Zimmerman;"
74780,690,NONE,,,NONE,,NONE,,CLE,,"K,Carpenter;J,Orban;L,Zimmerman;"
77190,690,NONE,,,NONE,,NONE,,CLE,,"K,Carpenter;J,Orban;L,Zimmerman;"
74782,692,NONE,,,NONE,,NONE,,CLE,,"J,Orban;M,Shima;L,Zimmerman;"
76648,693,NONE,,,NONE,,NONE,,CLE,,"K,Carpenter;J,Orban;L,Zimmerman;"
78249,693,NONE,,,NONE,,NONE,,CLE,,"K,Carpenter;J,Orban;L,Zimmerman;"
78030,695,NONE,,,NONE,,NONE,,CLE,,"J,Orban;F,Su;L,Zimmerman;"
78704,696,NONE,,,NONE,,NONE,,CLE,,"B,Gersh;J,Orban;L,Zimmerman;"
78763,697,NONE,,,NONE,,NONE,,CLE,,"M,Khalid;J,Orban;L,Zimmerman;"
80208,698,NONE,,,NONE,,NONE,,CLE,,"J,Orban;M,Teran-Garcia;L,Zimmerman;"
73727,702,NONE,,,NONE,,NONE,,CLE,,"J,Almaroad;J,Orban;L,Zimmerman;"
73728,704,NONE,,,NONE,,NONE,,CLE,,"E,Jacobsen;J,Orban;L,Zimmerman;"
73729,706,NONE,,,NONE,,NONE,,CLE,,"J,Orban;A,Thomas;L,Zimmerman;"
77754,707,NONE,,,NONE,,NONE,,CLE,,"J,Orban;B,Weir;L,Zimmerman;"
78573,708,NONE,,,NONE,,NONE,,CLE,,"C,Brown;J,Orban;L,Zimmerman;"
78641,710,NONE,,,NONE,,NONE,,CLE,,"N,Fay;J,Orban;L,Zimmerman;"
73730,713,NONE,,,NONE,,NONE,,CLE,,"J,Orban;J,Yasunaga;L,Zimmerman;"
73731,714,NONE,,,NONE,,NONE,,CLE,,"M,Kamin;J,Orban;L,Zimmerman;"
73732,715,NONE,,,NONE,,NONE,,CLE,,"M,Johnson;J,Orban;L,Zimmerman;"
74783,716,NONE,,,NONE,,NONE,,CLE,,"J,Orban;P,Patel;L,Zimmerman;"
76700,717,NONE,,,NONE,,NONE,,CLE,,"A,Khan;J,Orban;L,Zimmerman;"
77141,718,NONE,,,NONE,,NONE,,CLE,,"A,Ceniceros;J,Orban;L,Zimmerman;"
77755,719,NONE,,,NONE,,NONE,,CLE,,"N,Adoni;J,Orban;L,Zimmerman;"
78044,720,NONE,,,NONE,,NONE,,CLE,,"P,Henry;J,Orban;L,Zimmerman;"
78250,721,NONE,,,NONE,,NONE,,CLE,,"M,Kamin;J,Orban;L,Zimmerman;"
76702,730,NONE,,,NONE,,NONE,,CLE,,"C,Laukaitis;J,Orban;L,Zimmerman;"
78251,731,NONE,,,NONE,,NONE,,CLE,,"B,Healy;J,Orban;L,Zimmerman;"
74083,732,NONE,,,NONE,,NONE,,CLE,,"W,Mostafa;J,Orban;L,Zimmerman;"
74084,733,NONE,,,NONE,,NONE,,CLE,,"W,Mostafa;J,Orban;L,Zimmerman;"
77301,736,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Plowright;L,Zimmerman;"
76106,737,NONE,,,NONE,,NONE,,CLE,,"G,Cheng;J,Orban;L,Zimmerman;"
76000,738,NONE,,,NONE,,NONE,,CLE,,"L,Hollins;J,Orban;L,Zimmerman;"
76001,739,NONE,,,NONE,,NONE,,CLE,,"V,Jennings;J,Orban;L,Zimmerman;"
74784,740,NONE,,,NONE,,NONE,,CLE,,"J,Orban;J,Williams;L,Zimmerman;"
74785,741,NONE,,,NONE,,NONE,,CLE,,"J,Orban;A,Zafar;L,Zimmerman;"
73733,742,NONE,,,NONE,,NONE,,CLE,,"J,Orban;V,Stams;L,Zimmerman;"
76107,743,NONE,,,NONE,,NONE,,CLE,,"J,Orban;M,Palermo;L,Zimmerman;"
74081,744,NONE,,,NONE,,NONE,,CLE,,"J,Bailey;J,Orban;L,Zimmerman;"
74082,745,NONE,,,NONE,,NONE,,CLE,,"J,Bailey;J,Orban;L,Zimmerman;"
73734,746,NONE,,,NONE,,NONE,,CLE,,"J,Orban;R,Porter;L,Zimmerman;"
73735,748,NONE,,,NONE,,NONE,,CLE,,"K,Lowe;J,Orban;L,Zimmerman;"
73736,750,NONE,,,NONE,,NONE,,CLE,,"C,Morton;J,Orban;L,Zimmerman;"
74786,751,NONE,,,NONE,,NONE,,CLE,,"J,O'Connell;J,Orban;L,Zimmerman;"
74787,752,NONE,,,NONE,,NONE,,CLE,,"J,Orban;H,Yuan;L,Zimmerman;"
77143,753,NONE,,,NONE,,NONE,,CLE,,"J,Orban;C,Piccone;L,Zimmerman;"
73737,764,NONE,,,NONE,,NONE,,CLE,,"S,Jain;J,Orban;L,Zimmerman;"
77386,765,NONE,,,NONE,,NONE,,CLE,,"R,Bane;J,Orban;L,Zimmerman;"
78714,770,NONE,,,NONE,,NONE,,CLE,,"J,Orban;M,Rasheed;L,Zimmerman;"
73738,771,NONE,,,NONE,,NONE,,CLE,,"J,Besante;J,Orban;L,Zimmerman;"
78045,772,NONE,,,NONE,,NONE,,CLE,,"S,Kitten;J,Orban;L,Zimmerman;"
74788,773,NONE,,,NONE,,NONE,,CLE,,"D,Barnett;J,Orban;L,Zimmerman;"
73739,774,NONE,,,NONE,,NONE,,CLE,,"O,Campos Coiado;J,Orban;L,Zimmerman;"
73742,775,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
73743,776,NONE,,,NONE,,NONE,,CLE,,"J,Orban;B,Weis;L,Zimmerman;"
73744,777,NONE,,,NONE,,NONE,,CLE,,"J,Orban;S,Santeler;L,Zimmerman;"
73745,778,NONE,,,NONE,,NONE,,CLE,,"D,Chan;J,Orban;L,Zimmerman;"
73746,779,NONE,,,NONE,,NONE,,CLE,,"J,Orban;C,Perez;L,Zimmerman;"
73748,780,NONE,,,NONE,,NONE,,CLE,,"C,Johnson;J,Orban;L,Zimmerman;"
73749,781,NONE,,,NONE,,NONE,,CLE,,"J,Orban;B,Wheatley;L,Zimmerman;"
73750,782,NONE,,,NONE,,NONE,,CLE,,"D,Chase;J,Orban;L,Zimmerman;"
73751,783,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Tangen;L,Zimmerman;"
73752,784,NONE,,,NONE,,NONE,,CLE,,"K,Dominguez;J,Orban;L,Zimmerman;"
73753,786,NONE,,,NONE,,NONE,,CLE,,"J,Orban;G,Yang;L,Zimmerman;"
77144,788,NONE,,,NONE,,NONE,,CLE,,"J,Orban;S,Strayer;L,Zimmerman;"
77145,789,NONE,,,NONE,,NONE,,CLE,,"K,Aronson;J,Orban;L,Zimmerman;"
77146,790,NONE,,,NONE,,NONE,,CLE,,"K,Aronson;J,Orban;L,Zimmerman;"
73754,793,NONE,,,NONE,,NONE,,CLE,,"B,Healy;J,Orban;L,Zimmerman;"
74789,794,NONE,,,NONE,,NONE,,CLE,,"N,Ben Moshe;J,Orban;L,Zimmerman;"
78034,795,NONE,,,NONE,,NONE,,CLE,,"B,Gersh;J,Orban;L,Zimmerman;"
78043,796,NONE,,,NONE,,NONE,,CLE,,"S,Kitten;J,Orban;L,Zimmerman;"
78318,797,NONE,,,NONE,,NONE,,CLE,,"J,Orban;F,Su;L,Zimmerman;"
80003,798,NONE,,,NONE,,NONE,,CLE,,"B,Mason;J,Orban;L,Zimmerman;"
74900,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74910,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74911,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74912,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74913,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74914,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74915,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74916,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74917,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74918,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74919,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74901,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74920,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74921,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74922,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74923,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74924,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74925,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74926,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74927,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74928,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74929,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74902,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74930,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74940,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74943,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74945,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74946,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74947,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
77634,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
78638,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74903,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74905,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
78766,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
77927,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
78572,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74906,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
77871,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74907,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74908,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74909,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74948,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74995,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74996,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74997,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74998,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74999,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
75000,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
75001,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
75002,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
75003,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
75004,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74949,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
75005,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
75006,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
75007,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
75008,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
75009,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
75010,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
75011,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
75012,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
75013,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
75014,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74950,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
75016,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
75017,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
75018,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
75019,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
75020,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
75021,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
77635,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
78639,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74951,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74952,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74953,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74954,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74955,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
74956,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
76110,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
76119,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
76120,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
76121,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
76122,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
76123,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
76124,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
76131,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
77637,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
77636,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
78640,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
76111,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
78743,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
76112,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
76113,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
76693,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
78725,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
78792,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
77966,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
80207,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
76114,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
78617,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
76115,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
76116,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
76117,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
76118,799,NONE,,,NONE,,NONE,,CLE,,"J,Orban;L,Zimmerman;"
53341,101,3.74,fung,k,OUTSTANDING,True,NONE,,CMN,,"K,Fung;"
53308,101,2.83,stewart,n,EXCELLENT,True,NONE,,CMN,,"N,Stewart;"
53309,101,3.73,fung,k,OUTSTANDING,True,NONE,,CMN,,"K,Fung;"
53310,101,3.41,gailey,b,EXCELLENT,True,NONE,,CMN,,"B,Gailey;"
59502,101,3.36,boelkow,m,EXCELLENT,True,NONE,,CMN,,"M,Boelkow;"
53348,101,NONE,,,OUTSTANDING,True,NONE,,CMN,,"M,Bishop;"
53314,101,3.64,st john,j,EXCELLENT,True,NONE,,CMN,,"J,St John;"
53316,101,3.92,gailey,b,EXCELLENT,True,NONE,,CMN,,"B,Gailey;"
53317,101,1.95,faussane,e,EXCELLENT,True,NONE,,CMN,,"E,Faussane;"
59503,101,NONE,,,EXCELLENT,True,NONE,,CMN,,"N,Stewart;"
53346,101,3.68,humphreys,l,OUTSTANDING,True,NONE,,CMN,,"L,Humphreys;"
53323,101,3.84,rodrigues gomes,l,OUTSTANDING,True,NONE,,CMN,,"L,Rodrigues Gomes Da Silva;"
53325,101,3.51,boelkow,m,EXCELLENT,True,NONE,,CMN,,"M,Boelkow;"
53320,101,3.68,humphreys,l,OUTSTANDING,True,NONE,,CMN,,"L,Humphreys;"
53339,101,3.74,kierspe,k,OUTSTANDING,True,NONE,,CMN,,"K,Kierspe;"
53343,101,3.49,armour,l,EXCELLENT,True,NONE,,CMN,,"L,Armour;"
53342,101,2.83,faussane,e,EXCELLENT,True,NONE,,CMN,,"E,Faussane;"
53344,101,3.64,kierspe,k,OUTSTANDING,True,NONE,,CMN,,"K,Kierspe;"
53347,101,3.36,armour,l,EXCELLENT,True,NONE,,CMN,,"L,Armour;"
53328,101,3.1,johnson,l,NONE,,NONE,,CMN,,"L,Johnson;"
53305,101,3.79,toler,c,EXCELLENT,True,NONE,,CMN,,"K,Toler;"
59582,101,3.7,bishop,m,OUTSTANDING,True,NONE,,CMN,,"M,Bishop;"
53312,101,3.8,choudhry,b,OUTSTANDING,True,NONE,,CMN,,"B,Choudhry;"
59504,101,NONE,,,OUTSTANDING,False,NONE,,CMN,,"G,Alberti;"
59510,101,3.38,mulvaney,a,EXCELLENT,True,NONE,,CMN,,"A,Mulvaney;"
53351,101,3.96,alberti,g,OUTSTANDING,False,NONE,,CMN,,"G,Alberti;"
53352,101,3.68,allegretti,a,EXCELLENT,True,NONE,,CMN,,"A,Allegretti;"
59509,101,3.62,lahmon,t,EXCELLENT,True,NONE,,CMN,,"T,Lahmon;"
53353,101,3.47,mulvaney,a,EXCELLENT,True,NONE,,CMN,,"A,Mulvaney;"
53354,101,3.61,ho,f,EXCELLENT,True,NONE,,CMN,,"F,Ho;"
53329,101,NONE,,,EXCELLENT,True,NONE,,CMN,,"J,St John;"
63895,101,NONE,,,EXCELLENT,False,NONE,,CMN,,"F,Gallo;"
60331,101,NONE,,,EXCELLENT,False,NONE,,CMN,,"F,Gallo;"
53356,101,3.72,persad-maharaj,t,EXCELLENT,True,NONE,,CMN,,"T,Persad-Maharaj;"
53357,101,3.47,lahmon,t,EXCELLENT,True,NONE,,CMN,,"T,Lahmon;"
53360,101,3.47,allegretti,a,EXCELLENT,True,NONE,,CMN,,"A,Allegretti;"
53365,101,3.17,gallo,f,EXCELLENT,False,NONE,,CMN,,"F,Gallo;"
53367,101,3.04,white,n,NONE,,NONE,,CMN,,"N,White;"
53368,101,3.71,okegbe,s,NONE,,NONE,,CMN,,"S,Okegbe;"
53369,101,3.74,alberti,g,OUTSTANDING,False,NONE,,CMN,,"G,Alberti;"
53371,101,3.62,alberti,g,OUTSTANDING,False,NONE,,CMN,,"G,Alberti;"
59511,101,3.74,okegbe,s,NONE,,NONE,,CMN,,"S,Okegbe;"
53373,101,3.61,bunch,c,EXCELLENT,False,NONE,,CMN,,"C,Bunch;"
53349,101,3.39,balester,n,EXCELLENT,True,NONE,,CMN,,"N,Balester;"
53374,101,NONE,,,EXCELLENT,True,NONE,,CMN,,"V,Richards;"
53377,101,NONE,,,EXCELLENT,True,NONE,,CMN,,"B,Gailey;"
53376,101,3.78,bunch,c,EXCELLENT,False,NONE,,CMN,,"C,Bunch;"
53375,101,3.42,bunch,c,EXCELLENT,False,NONE,,CMN,,"C,Bunch;"
53390,102,2.99,quick,b,NONE,,NONE,,CMN,,"B,Quick;"
55675,102,NONE,,,NONE,,NONE,,CMN,,"J,Han;"
53393,102,NONE,,,EXCELLENT,True,NONE,,CMN,,"J,Yan;"
53394,102,NONE,,,EXCELLENT,True,NONE,,CMN,,"J,Yan;"
53391,102,NONE,,,NONE,,NONE,,CMN,,"J,Han;"
53400,102,NONE,,,OUTSTANDING,True,NONE,,CMN,,"E,Gerlikovski;"
53401,102,NONE,,,OUTSTANDING,True,NONE,,CMN,,"E,Gerlikovski;"
53402,102,NONE,,,NONE,,NONE,,CMN,,"J,Han;"
53392,102,NONE,,,NONE,,NONE,,CMN,,"J,Han;"
53407,111,3.14,kincer,t,EXCELLENT,True,NONE,,CMN,,"T,Kincer;"
53409,111,3.47,g son,g,NONE,,NONE,,CMN,,"G,G Son;"
53410,111,NONE,,,EXCELLENT,True,NONE,,CMN,,"T,Kincer;"
53412,111,3.83,murphy,m,OUTSTANDING,True,NONE,,CMN,,"M,Murphy;"
53413,111,NONE,,,NONE,,NONE,,CMN,,"A,Wright;"
53414,111,NONE,,,EXCELLENT,True,NONE,,CMN,,"J,Sanders;"
53417,111,NONE,,,OUTSTANDING,True,NONE,,CMN,,"M,Murphy;"
53418,111,3.7,murphy,k,OUTSTANDING,True,NONE,,CMN,,"K,Murphy;"
53419,111,NONE,,,EXCELLENT,True,NONE,,CMN,,"J,Sanders;"
53422,111,3.85,murphy,k,OUTSTANDING,True,NONE,,CMN,,"K,Murphy;"
53427,111,3.64,shields,l,EXCELLENT,True,NONE,,CMN,,"L,Shields;"
